StreetAddress,MainAddress,X,Y
30 HANCOCK ST,"BAR HARBOR, ME  04609-1715",-68.201725,44.38615
80 LONGMEADOW DR,"BREWER, ME  04412-1309",-68.746215,44.793665
143 OLD ALFRED RD,"ARUNDEL, ME  04046-8739",-70.517387,43.467738
7 NEW YORK ST,"MILLINOCKET, ME  04462-1930",-68.69366,45.661403
37 POWDER MILL DR,"KENNEBUNK, ME  04043-6600",-70.525155,43.399002
14 TERRACE RD,"READFIELD, ME  04355-3167",-69.938089,44.393437
184 TEMPLE AVE APT 6,"OLD ORCHARD BEACH, ME  04064-1215",-70.402567,43.506888
368 SHAKER RD,"GRAY, ME  04039-9769",-70.351455,43.933463
2A PARK ST,"SANFORD, ME  04073-4011",-70.771433,43.433722
15 MAST LN,"YARMOUTH, ME  04096-6521",-70.168128,43.801781
20 BIRCH FOREST DR,"STANDISH, ME  04084-5247",-70.476691,43.818168
59 SANFORD RD,"WELLS, ME  04090-5540",-70.584382,43.322788
12 PARK ST,"ELLSWORTH, ME  04605-1907",-68.423439,44.545045
17 LOUISE AVE,"WATERVILLE, ME  04901-5050",-69.656084,44.534843
52 BOW ST,"OTISFIELD, ME  04270-6811",-70.57748,44.153858
7 RUNAROUND POND RD,"DURHAM, ME  04222-5110",-70.147567,43.949198
1050 LEVEL HILL RD,"PALERMO, ME  04354-7212",-69.407932,44.408779
31 SPRUCE ST,"E MILLINOCKET, ME  04430-1124",-68.570321,45.628412
24 DRIFTWOOD LN,"SCARBOROUGH, ME  04074-9221",-70.332526,43.54282
11 HARRIETTE ST,"FALMOUTH, ME  04105-1237",-70.223259,43.739647
32 MYRTLE ST,"BIDDEFORD, ME  04005-3524",-70.458022,43.487218
392 BATH RD,"BRUNSWICK, ME  04011-2622",-69.880607,43.912713
11 WASHBURN RD,"PRESQUE ISLE, ME  04769-6906",-68.009762,46.706325
339 MAIN ST,"SAINT AGATHA, ME  04772-6146",-68.317365,47.243344
8 SUNNYSIDE ST,"HOULTON, ME  04730-1613",-67.84523,46.118484
9266 LAUBACH AVE,"SPARTA, MI  49345-9752",-85.729365,43.13307
4002 WINONA ST,"FLINT, MI  48504-2117",-83.728483,43.050562
150 KRATZ PL,"HEMLOCK, MI  48626-9308",-84.238068,43.413174
6708 CROWN POINT DR,"HUDSONVILLE, MI  49426-9076",-85.864586,42.890903
1019 HUNTINGTON RD,"EAST LANSING, MI  48823-4125",-84.497566,42.737789
12 CHESTNUT ST,"THREE OAKS, MI  49128-1026",-86.609101,41.808467
2014 DONORA ST,"LANSING, MI  48910-3205",-84.540123,42.710415
1080 CYPRESS DR,"JENISON, MI  49428-8334",-85.808571,42.914818
3356 TACOMA CIR,"ANN ARBOR, MI  48108-1746",-83.727584,42.238247
350 SAGAMORE TRL,"LOWELL, MI  49331-8952",-85.317446,42.95976
3012 BEACH ST,"MUSKEGON, MI  49441-1128",-86.318929,43.209827
6894 WELLER AVE NE,"ROCKFORD, MI  49341-9411",-85.496069,43.088028
4855 MEADOWBROOK RD,"FLAT ROCK, MI  48134-9302",-83.28673,42.085073
1044 16 MILE RD,"KENT CITY, MI  49330-9040",-85.697319,43.204727
2295 TIMBERLEE DR,"HOLLAND, MI  49424-2237",-86.205078,42.789303
1122 SENECA ST SW,"WYOMING, MI  49509-1430",-85.694695,42.930954
2691 REYNOLDS CIR,"COLUMBIAVILLE, MI  48421-8935",-83.430885,43.104912
4977 WILLOUGHBY RD,"HOLT, MI  48842-1019",-84.542206,42.654423
4800 BREEN RD,"EMMETT, MI  48022-2204",-82.845947,43.037926
2646 LONE PINE RD,"GAYLORD, MI  49735-8600",-84.744877,44.994363
5120 DUDLEY ST,"DEARBORN HTS, MI  48125-2630",-83.248688,42.273914
27304 COULTER ST,"EDWARDSBURG, MI  49112-8638",-86.09372,41.850969
4117 GRANDVIEW DR,"FLUSHING, MI  48433-2365",-83.779425,43.063633
15420 HOWARD ST,"SPRING LAKE, MI  49456-1526",-86.172791,43.093987
22616 STRUWIN RD,"BATTLE CREEK, MI  49017-9494",-85.138271,42.399771
825 ARGO AVE SE,"GRAND RAPIDS, MI  49546-2351",-85.548897,42.947617
4856 FULLER AVE SE,"KENTWOOD, MI  49508-4738",-85.635864,42.875275
1019 REED AVE,"KALAMAZOO, MI  49001-3829",-85.566822,42.274342
1620 MARGARITA ST,"YPSILANTI, MI  48198-6406",-83.586464,42.222591
3935 HOWARD RD,"PETOSKEY, MI  49770-9504",-84.955447,45.321402
708 ANDERSON ST,"LUDINGTON, MI  49431-1882",-86.4383,43.95966
1850 CLARK ST,"MARQUETTE, MI  49855-1566",-87.425616,46.566053
619 W PROSPECT ST,"MARSHALL, MI  49068-1024",-84.968266,42.273793
1306 4TH ST,"BAY CITY, MI  48708-6026",-83.876276,43.598937
3072 S TERM ST,"BURTON, MI  48529-1012",-83.64255,42.987329
3070 SUNFISH DR,"ALLEGAN, MI  49010-9171",-85.843984,42.471957
33 MEAD ST,"HILLSDALE, MI  49242-1304",-84.628537,41.925941
1446 LEWIS AVE,"IDA, MI  48140-9769",-83.568003,41.933972
9413 VALETTA DR,"TEMPERANCE, MI  48182-9619",-83.581415,41.786716
2833 MARILYN DR,"SAINT JOSEPH, MI  49085-3008",-86.499186,42.066059
1079 W ISABELLA RD,"MIDLAND, MI  48640-9112",-84.412004,43.610265
3450 SAGER RD,"GRASS LAKE, MI  49240-9341",-84.151426,42.284369
5989 BONANZA DR,"STEVENSVILLE, MI  49127-1350",-86.505962,42.009277
294 LAKE VILLAGE DR,"WALLED LAKE, MI  48390-3637",-83.468361,42.527858
1747 BEACON DR,"SAGINAW, MI  48602-1011",-83.987129,43.396957
4102 WILFRED AVE SW,"GRANDVILLE, MI  49418-2328",-85.766426,42.88929
2128 HAMMOND PL W,"TRAVERSE CITY, MI  49686-8014",-85.594071,44.717052
106 CLINTON ST,"DOWAGIAC, MI  49047-2113",-86.106497,41.976672
7322 WEVER RD,"FOUNTAIN, MI  49410-9792",-86.0965,43.95342
4275 S HENDERSON RD,"DAVISON, MI  48423-8731",-83.476565,42.969703
10125 ROGERS RD,"ALANSON, MI  49706-9615",-84.693176,45.417164
6825 5 MILE RD,"EAST LEROY, MI  49051-9768",-85.198084,42.170944
634 MARTIN ST,"OWOSSO, MI  48867-3318",-84.18893,42.9919
3287 MEADOWBROOK CT,"TECUMSEH, MI  49286-7708",-83.960754,42.031956
272 ETHYL DR,"BROOKLYN, MI  49230-9056",-84.215034,42.052067
1453 N LONG LAKE RD,"FENTON, MI  48430-8825",-83.70717,42.851982
355 IRONS PARK DR,"WEST BRANCH, MI  48661-9461",-84.230143,44.272071
1419 W WEBB RD,"DEWITT, MI  48820-8332",-84.555763,42.834106
9759 AUTOMOBILE RD,"WHITEHALL, MI  49461-9571",-86.259393,43.433731
10594 HEENAN DR,"WHITMORE LAKE, MI  48189-9322",-83.741116,42.436012
4025 SHOALS DR,"OKEMOS, MI  48864-3465",-84.394905,42.697655
520 S 16TH ST,"ESCANABA, MI  49829-2418",-87.070031,45.740576
1025 MILLER CT,"ALBION, MI  49224-1137",-84.754223,42.25633
621 CARR ST,"NEGAUNEE, MI  49866-1539",-87.60274,46.50885
2751 N SANDSTONE RD,"JACKSON, MI  49201-7830",-84.51737,42.272826
918 MORTON RD,"GRAND LEDGE, MI  48837-2041",-84.73616,42.746564
805 E MARGARET ST,"IRON MOUNTAIN, MI  49801-2027",-88.050699,45.830851
5953 BEECH DALY RD,"TAYLOR, MI  48180-1179",-83.289069,42.26704
430 CENTER ST,"STURGIS, MI  49091-1139",-85.411219,41.807075
1135 LUTHER ST,"BELDING, MI  48809-1325",-85.243009,43.096983
15181 WORDEN RD,"HOLLY, MI  48442-9736",-83.558879,42.809941
73 S MAIN ST,"CUSTER, MI  49405-9675",-86.219,43.95333
233 WOOSTER ST,"KINDE, MI  48445-4506",-82.9966,43.94328
14215 GOUTZ RD,"LA SALLE, MI  48145-9722",-83.490195,41.875171
7224 SHOREWOOD RD,"OSCODA, MI  48750-9620",-83.387822,44.49016
442 SNOW PRAIRIE RD,"BRONSON, MI  49028-9265",-85.122232,41.849186
383 S 6TH ST,"ROGERS CITY, MI  49779-2012",-83.815409,45.414017
6280 N 31ST ST,"RICHLAND, MI  49083-9466",-85.46193,42.351258
315 S PINE ST,"MOUNT PLEASANT, MI  48858-2430",-84.778507,43.602105
2608 W CHESTER DR,"ZEELAND, MI  49464-9118",-86.052788,42.816067
316 LAKE ST,"ONTONAGON, MI  49953-1032",-89.3215,46.87461
26064 N LAKE DR,"HARRISON TWP, MI  48045-3335",-82.854675,42.547334
1830 MONTIE RD,"LINCOLN PARK, MI  48146-1230",-83.18108,42.2656
1409 LAKESIDE DR,"HOWELL, MI  48843-1231",-83.918905,42.620253
66480 48TH AVE,"HARTFORD, MI  49057-8862",-86.189705,42.246174
4329 RIVERSIDE RD,"COLOMA, MI  49038-9453",-86.378474,42.190279
8133 POWELL HWY,"FENWICK, MI  48834-9626",-85.015419,43.107131
9217 NEFF RD,"CLIO, MI  48420-1660",-83.715522,43.140079
48176 ORCHARD DR,"MATTAWAN, MI  49071-8764",-85.804756,42.244019
18627 MEINK RD,"FRUITPORT, MI  49415-9405",-86.118996,43.106895
3052 TIMBERVIEW RD,"SALINE, MI  48176-9578",-83.788303,42.212616
6779 SMITH RD,"BERRIEN CENTER, MI  49102-9749",-86.292532,41.943086
10083 OAK RD,"OTISVILLE, MI  48463-9791",-83.500663,43.153683
6814 PHILLIPS RD,"CLIFFORD, MI  48727-9509",-83.20332,43.327633
11548 CEDAR BEND DR,"PINCKNEY, MI  48169-9556",-83.885066,42.433317
21126 DEWEY RD,"HOWARD CITY, MI  49329-9780",-85.504062,43.403418
426 W SYCAMORE ST,"MASON, MI  48854-1536",-84.449401,42.581265
823 RANGE ST,"MANISTIQUE, MI  49854-1645",-86.240305,45.950066
3487 54TH ST,"HAMILTON, MI  49419-9609",-86.065863,42.67225
6154 PACKER DR NE,"BELMONT, MI  49306-9670",-85.589378,43.074139
612 JOHNSON ST,"CHARLOTTE, MI  48813-1927",-84.828909,42.554357
315 W WILLIAMS ST,"CORUNNA, MI  48817-1649",-84.12143,42.97755
2902 ARMOUR ST,"PORT HURON, MI  48060-2985",-82.42648,43.0073
7212 VALLEY HWY,"VERMONTVILLE, MI  49096-9536",-84.979916,42.581925
5106 BELLE RIVER RD,"CHINA, MI  48054-3403",-82.516342,42.766933
5941 TOWER DR,"MANITOU BEACH, MI  49253-9680",-84.284325,42.00481
605 S ANDERSON ST,"PLAINWELL, MI  49080-1715",-85.640348,42.437959
364 IRONWOOD DR,"COOPERSVILLE, MI  49404-9651",-85.917664,43.056122
1200 E VERNE RD,"BURT, MI  48417-2198",-83.92907,43.264553
45441 TEAL CT,"CHESTERFIELD, MI  48047-5384",-82.819154,42.632632
955 S SHERIDAN RD,"STANTON, MI  48888-8991",-85.073077,43.280991
7725 ROSBOLT RD,"MILAN, MI  48160-9732",-83.605379,42.135884
2008 MIRAMICHI DR,"EVART, MI  49631-9704",-85.2752,43.8175
9466 S ALTMAN RD,"DOWLING, MI  49050-9763",-85.230844,42.515796
1030 AUTUMN RDG NE,"ADA, MI  49301-8846",-85.54586,42.981443
2525 GERSHWIN AVE N,"OAKDALE, MN  55128-3516",-92.981155,44.985577
9724 UTICA RD,"BLOOMINGTON, MN  55437-2039",-93.349705,44.827181
711 WOODRIDGE DR S,"CHASKA, MN  55318-1261",-93.586164,44.813643
207 WYOMING ST E,"SAINT PAUL, MN  55107-3130",-93.076395,44.920679
1005 MILLIGAN AVE,"WABASHA, MN  55981-1734",-92.027393,44.375388
14049 PENNOCK AVE,"APPLE VALLEY, MN  55124-6767",-93.223243,44.745365
803 CREEKSIDE CIR,"BUFFALO, MN  55313-2142",-93.86185,45.168803
2113 46TH ST NW,"ROCHESTER, MN  55901-8291",-92.495476,44.071545
4150 QUEEN AVE N,"MINNEAPOLIS, MN  55412-1542",-93.309398,45.030956
6365 SAINT JOHNS DR,"EDEN PRAIRIE, MN  55346-1734",-93.447602,44.888592
231 1ST AVE N,"HIBBING, MN  55746-9303",-93.00666,47.417958
6031 FAIRWOOD CIR,"MINNETONKA, MN  55345-6526",-93.47648,44.893186
3921 LEONA CT NW,"BYRON, MN  55920-4225",-92.611008,44.062859
8666 AUSTIN ST NE,"CIRCLE PINES, MN  55014-4008",-93.168429,45.128208
511 EUCLID AVE,"CROOKSTON, MN  56716-2509",-96.613486,47.757346
53 ASTOR RD,"BABBITT, MN  55706-1120",-91.944122,47.709306
233 10TH AVE N,"HOPKINS, MN  55343-7320",-93.412029,44.929205
1101 RIVERVIEW DR,"LITTLE FALLS, MN  56345-2228",-94.354935,45.988684
2905 30TH AVE NE,"ST ANTHONY, MN  55418-2448",-93.218985,45.022654
518 E ALCOTT AVE,"FERGUS FALLS, MN  56537-3003",-96.066089,46.275952
1224 29TH ST,"CLOQUET, MN  55720-2874",-92.428092,46.70339
233 E MCKINLEY ST,"OWATONNA, MN  55060-3327",-93.222117,44.072576
8489 HILO LN S,"COTTAGE GROVE, MN  55016-3128",-92.946585,44.826031
1838 KATHRYN CIR,"EAGAN, MN  55122-1743",-93.196573,44.806532
19472 ULYSSES ST NW,"ELK RIVER, MN  55330-2131",-93.544899,45.324368
1800 82ND AVE N,"BROOKLYN PARK, MN  55444-1570",-93.304734,45.103845
4853 JOHNSON AVE,"WHITE BEAR LAKE, MN  55110-2825",-93.002347,45.088141
5209 GREENFIELD AVE,"NEW BRIGHTON, MN  55112-4931",-93.202798,45.097384
5511 EMERSON AVE N,"BROOKLYN CENTER, MN  55430-3155",-93.295577,45.055392
6629 BRITTANY RD,"EDINA, MN  55435-1530",-93.346979,44.881506
2019 7TH AVE,"TWO HARBORS, MN  55616-1112",-91.699733,47.026703
409 19TH ST SE,"WILLMAR, MN  56201-4817",-95.017899,45.120281
10635 47TH AVE N,"PLYMOUTH, MN  55442-3140",-93.415226,45.039084
13621 95TH PL N,"MAPLE GROVE, MN  55369-3279",-93.453383,45.127371
29855 LOFTON AVE,"CHISAGO CITY, MN  55013-9521",-92.889496,45.380412
4441 E 24TH ST,"JOPLIN, MO  64804-3422",-94.448727,37.065382
912 SW DANEY DR,"LEES SUMMIT, MO  64081-2756",-94.39365,38.902846
12824 SYCAMORE AVE,"GRANDVIEW, MO  64030-2138",-94.499548,38.8905
237 DENNISON DR,"BALLWIN, MO  63021-4801",-90.554852,38.585725
1219 ELMERINE AVE,"JEFFERSON CTY, MO  65101-3719",-92.166478,38.555754
708 E 7TH ST,"LAMAR, MO  64759-1602",-94.268003,37.498984
4108 JOYFUL CT,"FLORISSANT, MO  63034-2034",-90.299615,38.832427
7234 WISE AVE,"RICHMOND HTS, MO  63117-1819",-90.310941,38.630177
163 BENTWOOD LN,"SAINT PETERS, MO  63376-7104",-90.575116,38.758353
1914 WALNUTWAY DR,"SAINT LOUIS, MO  63146-6038",-90.481872,38.694239
1855 CAMBERLY RD,"DES PERES, MO  63131-3818",-90.436433,38.614798
317 S 5TH ST,"ODESSA, MO  64076-1425",-93.958587,38.996312
604 WALNUT TER,"MACON, MO  63552-1816",-92.458066,39.743632
1190 RED SCHOOL RD,"WEST ALTON, MO  63386-1832",-90.17021,38.848083
400 W 30TH ST,"HIGGINSVILLE, MO  64037-2019",-93.720396,39.065401
6462 OAKLAND AVE,"SAINT LOUIS, MO  63139-3259",-90.295108,38.631574
1713 CANARY CV,"BRENTWOOD, MO  63144-1605",-90.354544,38.626297
10448 SAN CARLOS LN,"SAINT ANN, MO  63074-2725",-90.384931,38.72737
802 GREENWAY DR,"KIRKSVILLE, MO  63501-2028",-92.573835,40.212137
643 RADFORD DR,"OLIVETTE, MO  63132-3434",-90.383615,38.670529
1725 BEVERLY DR,"SAINT CHARLES, MO  63303-4009",-90.505732,38.76668
506 W 5TH ST,"PORTAGEVILLE, MO  63873-1147",-89.709778,36.428579
6810 WATERMAN AVE,"UNIVERSITY CITY, MO  63130-4661",-90.310188,38.652427
1239 GRAYLING DR,"BOONVILLE, MO  65233-2213",-92.727846,38.965705
1104 NW OXFORD LN,"BLUE SPRINGS, MO  64015-2983",-94.29112,39.029156
1505 W STONE BLVD,"RAYMORE, MO  64083-9110",-94.484169,38.812778
934 MISSOURI AVE,"WEST PLAINS, MO  65775-1837",-91.865052,36.740964
225 LUCRETIA LN,"JEFFERSON CITY, MO  65109-6505",-92.292423,38.595486
806 BRIARWOOD LN,"NEVADA, MO  64772-3013",-94.366769,37.828751
2114 OAKVIEW DR,"IMPERIAL, MO  63052-2226",-90.411221,38.361063
523 W 6TH ST,"HERMANN, MO  65041-1025",-91.44694,38.703082
903 E MARSHALL ST,"CHARLESTON, MO  63834-1313",-89.338583,36.92081
12100 E 54TH TER,"RAYTOWN, MO  64133-3073",-94.438804,39.023187
803 S LANE ST,"PALMYRA, MO  63461-1917",-91.521777,39.79319
120 AUTUMN DR,"SIKESTON, MO  63801-5125",-89.576824,36.891583
1354 HALF MOON DR,"O FALLON, MO  63366-3742",-90.740839,38.783106
400 W RITCHIE AVE,"MARCELINE, MO  64658-1223",-92.954748,39.717761
5348 HAMILTON AVE,"JENNINGS, MO  63136-3409",-90.263592,38.706395
209 W 11TH ST,"CARTHAGE, MO  64836-2230",-94.312522,37.17086
3365 FIR DR,"OLIVE BRANCH, MS  38654-9180",-89.820614,34.909132
108 NORTH ST,"WAVELAND, MS  39576-3722",-89.388035,30.27731
113 SGT PRENTISS DR,"NATCHEZ, MS  39120-4738",-91.382246,31.53198
17097 DENTVILLE RD,"HAZLEHURST, MS  39083-9018",-90.488342,31.91741
141 MASCAGNI ST,"GREENVILLE, MS  38701-6941",-91.056161,33.381543
111 WOODHAVEN DR,"UNION, MS  39365-2703",-89.108478,32.56904
3712 DAVIS ST,"MOSS POINT, MS  39563-2619",-88.548442,30.411502
2000 HIGHWAY 29 N,"ELLISVILLE, MS  39437-8773",-89.243417,31.666634
770 WHITEHALL PL,"SOUTHAVEN, MS  38671-3321",-89.976576,34.985515
1720 WHITE ST,"MCCOMB, MS  39648-2712",-90.475528,31.254122
12012 HIGHWAY 494,"COLLINSVILLE, MS  39325-8908",-88.859704,32.465552
1912 WESTGATE PKWY,"GAUTIER, MS  39553-4542",-88.641341,30.41325
50 LONGVIEW DR,"GRENADA, MS  38901-9337",-89.789074,33.722154
479 S WHEATLEY ST,"RIDGELAND, MS  39157-3506",-90.132425,32.414856
2642 HIGHWAY 301 N,"LAKE CORMORANT, MS  38641-9528",-90.103811,34.895832
6332 LANGLAND DR,"OCEAN SPRINGS, MS  39564-2320",-88.827134,30.433794
35 COUNTY ROAD 336,"IUKA, MS  38852-8439",-88.242713,34.942858
1345 LEE RD,"BYHALIA, MS  38611-9527",-89.782015,34.840826
108 CEDAR LN,"STARKVILLE, MS  39759-2618",-88.802596,33.46931
142 ROSETTI ST,"BILOXI, MS  39530-4052",-88.870934,30.396696
102 ELLIS DR APT 3,"HATTIESBURG, MS  39401-4440",-89.348274,31.344843
11194 HIGHWAY 603,"BAY ST LOUIS, MS  39520-8774",-89.423062,30.327868
13 JEFFERSON ST,"BURNSVILLE, MS  38833-9353",-88.313832,34.842349
166 WOODLAND DR,"YAZOO CITY, MS  39194-9705",-90.396723,32.835981
115B TRACE ST,"TISHOMINGO, MS  38873-9690",-88.231827,34.637163
608 LINCOLN PL,"CLARKSDALE, MS  38614-6016",-90.562043,34.198669
65 FR 205,"RICHTON, MS  39476-9387",-88.9188,31.4323
6002 ANGLER DR,"PICAYUNE, MS  39466-2184",-89.648355,30.552721
533 W REYNOLDS ST,"PONTOTOC, MS  38863-8032",-89.036729,34.248696
2619 HAMPTON AVE,"TUPELO, MS  38801-4121",-88.753332,34.247614
940 22ND ST,"GULFPORT, MS  39501-3374",-89.069855,30.37706
16171 BALI RD,"PEARLINGTON, MS  39572-7526",-89.611932,30.234815
126 MIMOSA ST,"PASS CHRISTIAN, MS  39571-3336",-89.283669,30.31086
1005 SWORDFISH ST,"PASCAGOULA, MS  39581-2140",-88.521431,30.348343
236 OSCAR BOND RD,"PURVIS, MS  39475-4480",-89.41442,31.114227
840 HIGHWAY 550 NW,"BROOKHAVEN, MS  39601-8504",-90.494962,31.606793
7080 FOXHALL DR,"HORN LAKE, MS  38637-1241",-90.043515,34.967783
19621 RIVERLINE DR E,"SAUCIER, MS  39574-9601",-89.167477,30.555937
512 COX ST,"AMORY, MS  38821-4608",-88.467536,33.980626
57 DOGWOOD CIR,"PETAL, MS  39465-4189",-89.234962,31.336377
1414 N MADISON ST,"CORINTH, MS  38834-3566",-88.51464,34.942533
5334 HALLS FERRY RD,"VICKSBURG, MS  39180-9770",-90.841535,32.283796
957 BAILEY RD,"STEENS, MS  39766-9735",-88.300625,33.622114
732 SECOND AVE W,"WIGGINS, MS  39577-2506",-89.145839,30.853282
235 PEPPER TREE LN,"PEARL, MS  39208-6641",-90.077634,32.274606
3443 HIGHWAY 26 W,"POPLARVILLE, MS  39470-8774",-89.760939,30.790255
188 CRAFT RD,"MAGEE, MS  39111-2951",-89.691643,31.786541
5772 TANK RD,"TERRY, MS  39170-8324",-90.377203,32.092595
313 CLAUDE SMITH RD,"TYLERTOWN, MS  39667-5989",-90.203811,31.097507
1608 CENTRAL AVE,"GREAT FALLS, MT  59401-3838",-111.279259,47.504871
2003 ELAINE ST,"BILLINGS, MT  59105-4301",-108.435406,45.830862
2214 BRIGGS ST,"MISSOULA, MT  59803-1108",-114.033107,46.830421
920 MISSOURI AVE,"DEER LODGE, MT  59722-1246",-112.723181,46.398214
802 2ND ST SE,"SIDNEY, MT  59270-4712",-104.147558,47.71161
920 4TH AVE,"HAVRE, MT  59501-4506",-109.67895,48.544433
230 J P RD,"WHITEFISH, MT  59937-8227",-114.325348,48.386347
115 10TH AVE W,"ROUNDUP, MT  59072-2221",-108.544314,46.451609
209 S E ST,"LIVINGSTON, MT  59047-3138",-110.553762,45.66219
174 SUMMER RIDGE RD,"BOZEMAN, MT  59715-7718",-111.044212,45.753635
516 N CROOK AVE,"HARDIN, MT  59034-1817",-107.603365,45.733933
8 N DELAWARE ST,"CONRAD, MT  59425-1813",-111.948306,48.175807
1149 W SILVER ST,"BUTTE, MT  59701-1429",-112.554443,46.010235
508 SNYDER AVE,"GLENDIVE, MT  59330-2127",-104.716296,47.092759
18975 APPALOOSA LN,"FRENCHTOWN, MT  59834-9714",-114.268908,47.044928
122 GARLAND ST,"KALISPELL, MT  59901-3018",-114.337404,48.214748
309 RED FOX RD,"LOLO, MT  59847-9703",-114.070866,46.769678
2006 W PARK AVE,"ANACONDA, MT  59711-1748",-112.9819,46.138799
1187 CREEK VIEW LN,"VICTOR, MT  59875-9757",-114.183167,46.337948
517 FRONT ST,"WOLF POINT, MT  59201-1415",-105.646015,48.090121
4 TIMBER LN,"CLANCY, MT  59634-9787",-111.987024,46.557211
6618 S 12TH ST,"HUNTLEY, MT  59037-9211",-108.314848,45.876863
1330 RANCH RD,"POLSON, MT  59860-9209",-114.257374,47.749908
369 POPHAM LN,"CORVALLIS, MT  59828-9509",-114.090935,46.344727
111 SHERIDAN ST,"SHELBY, MT  59474-1656",-111.85134,48.510873
517 S JORDAN AVE,"MILES CITY, MT  59301-4812",-105.836037,46.403007
2 FAIRWAY LN,"VAUGHN, MT  59487-9501",-111.605766,47.54525
192 LARCH LN,"COLUMBIA FALLS, MT  59912-9014",-114.29083,48.366072
154 RAY LANNING RD,"WINSTON SALEM, NC  27107-9647",-80.142528,36.011196
223 BUTTERCUP DR,"JAMESTOWN, NC  27282-9461",-79.937995,36.018209
104 BETTY DR,"ELIZABETH CITY, NC  27909-7942",-76.324928,36.255054
100 ELMWOOD CIR,"CHAPEL HILL, NC  27514-5127",-79.021293,35.948666
896 INDIAN HILL RD,"HENDERSONVILLE, NC  28791-1828",-82.493859,35.336296
4825 SHERBORNE DR,"HARRISBURG, NC  28075-6650",-80.657683,35.297357
2741 STAGELINE DR,"RALEIGH, NC  27603-8840",-78.678603,35.631435
104 ALTAIR CIR,"APEX, NC  27502-8552",-78.832522,35.736861
230 SHORELINE DR,"NEW BERN, NC  28562-9521",-77.146393,35.06062
3008 RAYMOND AVE,"KILL DEVIL HL, NC  27948-9374",-75.681152,36.048897
68 FAIRWAY DR,"SOUTHERN SHORES, NC  27949-3848",-75.740188,36.119318
1939 E BROAD ST,"STATESVILLE, NC  28625-4309",-80.849941,35.79131
30 GRANDVIEW ST,"GRANITE FALLS, NC  28630-1729",-81.442918,35.794099
3301 TIMMONS AVE,"GREENSBORO, NC  27406-6532",-79.813726,36.011158
504 CYPRESS ST,"LUMBERTON, NC  28358-6714",-78.98674,34.606091
32 COLLINS DR,"MIDWAY PARK, NC  28544-1211",-77.314568,34.730225
103 SHORE DR,"SHILOH, NC  27974-6241",-76.097961,36.256647
5010 THREE TOP RD,"TODD, NC  28684-9476",-81.61145,36.369582
978 ROYAL CT,"LINCOLNTON, NC  28092-6007",-81.18608,35.495697
410 FERNDALE BLVD,"HIGH POINT, NC  27262-4740",-80.014138,35.958382
615 S FRANKLIN ST,"CHINA GROVE, NC  28023-1903",-80.585197,35.565758
5109 WHITE OAK LOOP,"WILSON, NC  27893-9440",-77.818085,35.694141
67 SUMMIT CT,"CAMERON, NC  28326-9341",-79.142936,35.314635
342 REEVES COVE RD,"CANDLER, NC  28715-9219",-82.652981,35.512264
7532 MARTIN RD,"ZEBULON, NC  27597-7957",-78.366818,35.906127
5360 OLD PLANK RD,"IRON STATION, NC  28080-9201",-81.07482,35.446364
301 SPARTANBURG AVE,"CAROLINA BCH, NC  28428-5312",-77.899081,34.026538
22 BALLANTREE DR,"ASHEVILLE, NC  28803-2019",-82.514936,35.513809
1420 TEATE DR,"KANNAPOLIS, NC  28081-9243",-80.654188,35.471114
462 OLD NEWFOUND RD,"LEICESTER, NC  28748-5106",-82.703076,35.632012
207 SEA BISQUIT DR,"HAVELOCK, NC  28532-9420",-76.809241,34.927223
19637 HEARTLAND ST,"CORNELIUS, NC  28031-9226",-80.862784,35.473948
226 LEGRAND ST,"ROCKINGHAM, NC  28379-3429",-79.772776,34.942702
1511 PARK LN,"HILLSBOROUGH, NC  27278-9454",-79.076579,36.075471
129 KYFIELDS,"WEAVERVILLE, NC  28787-9489",-82.574202,35.693593
8375 VANCE RD,"KERNERSVILLE, NC  27284-7210",-80.061121,36.155516
7574 MANOR ROCK RD,"SILER CITY, NC  27344-8420",-79.564546,35.667172
7150 KENBRIDGE DR,"CLEMMONS, NC  27012-9291",-80.398985,36.068615
4785 S OLIVERS XRD,"MAIDEN, NC  28650-9176",-81.110188,35.565839
215 E MAIN ST,"CLAYTON, NC  27520-2449",-78.458478,35.651779
218 ASHWORTH AVE,"BREVARD, NC  28712-4057",-82.735599,35.222344
623 REDBIRD LN,"GASTONIA, NC  28056-9047",-81.170321,35.172184
808 BURTON ST,"ROCKY MOUNT, NC  27803-2503",-77.814217,35.937298
1011 2ND ST NE,"MINOT, ND  58703-2434",-101.289719,48.246516
915 3RD ST NE,"DEVILS LAKE, ND  58301-3136",-98.851965,48.110941
1446 21ST ST S,"FARGO, ND  58103-3811",-96.813891,46.858537
712 17TH ST W,"WILLISTON, ND  58801-3951",-103.633969,48.160755
335 3RD AVE E,"DICKINSON, ND  58601-4406",-102.781069,46.882242
1111 HILLSIDE TER,"BISMARCK, ND  58501-3018",-100.758322,46.81688
821 REEVES DR,"GRAND FORKS, ND  58201-4963",-97.027184,47.913429
1016 KITTSON AVE,"GRAFTON, ND  58237-2230",-97.414118,48.41435
1893 I ST APT B,"GRAND FORKS AFB, ND  58204-1119",-97.375871,47.965234
905 2ND AVE NW,"MANDAN, ND  58554-2704",-100.895609,46.83464
409 2ND AVE NW,"HAZEN, ND  58545-4350",-101.626369,47.296299
